TraceID;ActivityName;TimeStamp
1052;G;05.06.2022 02:32
1052;E;05.06.2022 03:10
1052;F;05.06.2022 04:26
1052;H;05.06.2022 05:39
1053;A;05.06.2022 06:42
1053;B;05.06.2022 07:44
1053;D;05.06.2022 08:49
1053;E;05.06.2022 09:43
1053;F;05.06.2022 10:30
1053;G;05.06.2022 11:22
1053;H;05.06.2022 12:24
1054;A;05.06.2022 13:56
1054;B;05.06.2022 14:00
1054;D;05.06.2022 15:45
1054;E;05.06.2022 16:51
1054;G;05.06.2022 17:05
1054;F;05.06.2022 18:50
1054;H;05.06.2022 19:34
1055;A;05.06.2022 20:21
1055;B;05.06.2022 21:30
1055;D;05.06.2022 22:23
1055;E;05.06.2022 23:43
1055;G;06.06.2022 00:00
1055;F;06.06.2022 01:06
1055;H;06.06.2022 02:24
1056;A;06.06.2022 03:07
1056;C;06.06.2022 04:56
1056;D;06.06.2022 05:59
1056;G;06.06.2022 06:49
1056;E;06.06.2022 07:19
1056;F;06.06.2022 08:50
1056;H;06.06.2022 09:29
1057;A;06.06.2022 10:24
1057;B;06.06.2022 11:19
1057;D;06.06.2022 12:10
1057;G;06.06.2022 13:52
1057;E;06.06.2022 14:32
1057;F;06.06.2022 15:12
1057;H;06.06.2022 16:03
1058;A;06.06.2022 17:49
1058;B;06.06.2022 18:39
1058;D;06.06.2022 19:13
1058;E;06.06.2022 20:35
1058;G;06.06.2022 21:05
1058;F;06.06.2022 22:34
1058;H;06.06.2022 23:22
1059;A;07.06.2022 00:02
1059;B;07.06.2022 01:07
1059;D;07.06.2022 02:12
1059;G;07.06.2022 03:48
1059;E;07.06.2022 04:54
1059;F;07.06.2022 05:37
1059;H;07.06.2022 06:32
1060;A;07.06.2022 07:27
1060;B;07.06.2022 08:43
1060;D;07.06.2022 09:45
1060;G;07.06.2022 10:56
1060;E;07.06.2022 11:40
1060;F;07.06.2022 12:21
1060;H;07.06.2022 13:37
1061;A;07.06.2022 14:13
1061;B;07.06.2022 15:46
1061;D;07.06.2022 16:43
1061;G;07.06.2022 17:12
1061;E;07.06.2022 18:16
1061;F;07.06.2022 19:49
1061;H;07.06.2022 20:19
1062;A;07.06.2022 21:14
1062;C;07.06.2022 22:43
1062;D;07.06.2022 23:04
1062;E;08.06.2022 00:03
1062;G;08.06.2022 01:58
1062;F;08.06.2022 02:59
1062;H;08.06.2022 03:39
1063;A;08.06.2022 04:30
1063;B;08.06.2022 05:46
1063;D;08.06.2022 06:24
1063;E;08.06.2022 07:05
1063;F;08.06.2022 08:39
1063;G;08.06.2022 09:26
1063;H;08.06.2022 10:50
1064;A;08.06.2022 11:25
1064;B;08.06.2022 12:47
1064;D;08.06.2022 13:11
1064;E;08.06.2022 14:00
1064;F;08.06.2022 15:27
1064;G;08.06.2022 16:57
1064;H;08.06.2022 17:59
1065;A;08.06.2022 18:48
1065;B;08.06.2022 19:06
1065;D;08.06.2022 20:22
1065;E;08.06.2022 21:09
1065;G;08.06.2022 22:15
1065;F;08.06.2022 23:15
1065;H;09.06.2022 00:57
1066;A;09.06.2022 01:21
1066;C;09.06.2022 02:54
1066;D;09.06.2022 03:51
1066;G;09.06.2022 04:18
1066;E;09.06.2022 05:13
1066;F;09.06.2022 06:34
1066;H;09.06.2022 07:33
1067;A;09.06.2022 08:22
1067;B;09.06.2022 09:23
1067;D;09.06.2022 10:45
1067;G;09.06.2022 11:37
1067;E;09.06.2022 12:27
1067;F;09.06.2022 13:52
1067;H;09.06.2022 14:53
1068;A;09.06.2022 15:47
1068;C;09.06.2022 16:02
1068;D;09.06.2022 17:56
1068;E;09.06.2022 18:27
1068;G;09.06.2022 19:10
1068;F;09.06.2022 20:24
1068;H;09.06.2022 21:03
1069;A;09.06.2022 22:49
1069;B;09.06.2022 23:17
1069;D;10.06.2022 00:03
1069;G;10.06.2022 01:16
1069;E;10.06.2022 02:58
1069;F;10.06.2022 03:01
1069;H;10.06.2022 04:14
1070;A;10.06.2022 05:56
1070;B;10.06.2022 06:19
1070;D;10.06.2022 07:51
1070;G;10.06.2022 08:42
1070;E;10.06.2022 09:24
1070;F;10.06.2022 10:36
1070;H;10.06.2022 11:05
1071;A;10.06.2022 12:30
1071;B;10.06.2022 13:16
1071;D;10.06.2022 14:30
1071;E;10.06.2022 15:15
1071;F;10.06.2022 16:47
1071;G;10.06.2022 17:00
1071;H;10.06.2022 18:16
1072;A;10.06.2022 19:55
1072;C;10.06.2022 20:08
1072;D;10.06.2022 21:58
1072;E;10.06.2022 22:38
1072;F;10.06.2022 23:20
1072;G;11.06.2022 00:54
1072;H;11.06.2022 01:14
1073;A;11.06.2022 02:27
1073;C;11.06.2022 03:43
1073;D;11.06.2022 04:40
1073;G;11.06.2022 05:11
1073;E;11.06.2022 06:12
1073;F;11.06.2022 07:41
1073;H;11.06.2022 08:28
1074;A;11.06.2022 09:36
1074;C;11.06.2022 10:38
1074;D;11.06.2022 11:51
1074;G;11.06.2022 12:12
1074;E;11.06.2022 13:59
1074;F;11.06.2022 14:16
1074;H;11.06.2022 15:03
1075;A;11.06.2022 16:05
1075;B;11.06.2022 17:55
1075;D;11.06.2022 18:21
1075;G;11.06.2022 19:28
1075;E;11.06.2022 20:22
1075;F;11.06.2022 21:59
1075;H;11.06.2022 22:33
1076;A;11.06.2022 23:58
1076;B;12.06.2022 00:16
1076;D;12.06.2022 01:55
1076;E;12.06.2022 02:09
1076;F;12.06.2022 03:10
1076;G;12.06.2022 04:17
1076;H;12.06.2022 05:44
1077;A;12.06.2022 06:28
1077;C;12.06.2022 07:18
1077;D;12.06.2022 08:40
1077;G;12.06.2022 09:40
1077;E;12.06.2022 10:49
1077;F;12.06.2022 11:25
1077;H;12.06.2022 12:36
1078;A;12.06.2022 13:08
1078;B;12.06.2022 14:26
1078;D;12.06.2022 15:37
1078;E;12.06.2022 16:09
1078;F;12.06.2022 17:12
1078;G;12.06.2022 18:21
1078;H;12.06.2022 19:15
1079;A;12.06.2022 20:49
1079;B;12.06.2022 21:23
1079;D;12.06.2022 22:38
1079;G;12.06.2022 23:45
1079;E;13.06.2022 00:37
1079;F;13.06.2022 01:09
1079;H;13.06.2022 02:02
1080;A;13.06.2022 03:08
1080;C;13.06.2022 04:24
1080;D;13.06.2022 05:09
1080;G;13.06.2022 06:57
1080;E;13.06.2022 07:16
1080;F;13.06.2022 08:52
1080;H;13.06.2022 09:09
1081;A;13.06.2022 10:47
1081;C;13.06.2022 11:02
1081;D;13.06.2022 12:07
1081;E;13.06.2022 13:19
1081;G;13.06.2022 14:30
1081;F;13.06.2022 15:38
1081;H;13.06.2022 16:57
1082;A;13.06.2022 17:44
1082;C;13.06.2022 18:51
1082;D;13.06.2022 19:31
1082;E;13.06.2022 20:58
1082;G;13.06.2022 21:19
1082;F;13.06.2022 22:57
1082;H;13.06.2022 23:01
1083;A;14.06.2022 00:33
1083;C;14.06.2022 01:13
1083;D;14.06.2022 02:40
1083;E;14.06.2022 03:01
1083;F;14.06.2022 04:21
1083;G;14.06.2022 05:29
1083;H;14.06.2022 06:14
1084;A;14.06.2022 07:57
1084;C;14.06.2022 08:06
1084;D;14.06.2022 09:41
1084;G;14.06.2022 10:33
1084;E;14.06.2022 11:54
1084;F;14.06.2022 12:40
1084;H;14.06.2022 13:36
1085;A;14.06.2022 14:49
1085;C;14.06.2022 15:50
1085;D;14.06.2022 16:19
1085;E;14.06.2022 17:09
1085;F;14.06.2022 18:59
1085;G;14.06.2022 19:43
1085;H;14.06.2022 20:14
1086;A;14.06.2022 21:44
1086;B;14.06.2022 22:03
1086;D;14.06.2022 23:48
1086;E;15.06.2022 00:44
1086;G;15.06.2022 01:10
1086;F;15.06.2022 02:29
1086;H;15.06.2022 03:53
1087;A;15.06.2022 04:40
1087;B;15.06.2022 05:23
1087;D;15.06.2022 06:40
1087;G;15.06.2022 07:48
1087;E;15.06.2022 08:57
1087;F;15.06.2022 09:15
1087;H;15.06.2022 10:46
1088;A;15.06.2022 11:11
1088;B;15.06.2022 12:49
1088;D;15.06.2022 13:46
1088;G;15.06.2022 14:07
1088;E;15.06.2022 15:16
1088;F;15.06.2022 16:28
1088;H;15.06.2022 17:36
1089;A;15.06.2022 18:02
1089;B;15.06.2022 19:56
1089;D;15.06.2022 20:38
1089;G;15.06.2022 21:32
1089;E;15.06.2022 22:52
1089;F;15.06.2022 23:01
1089;H;16.06.2022 00:50
1090;A;16.06.2022 01:01
1090;C;16.06.2022 02:23
1090;D;16.06.2022 03:05
1090;E;16.06.2022 04:25
1090;F;16.06.2022 05:36
1090;G;16.06.2022 06:06
1090;H;16.06.2022 07:48
1091;A;16.06.2022 08:01
1091;B;16.06.2022 09:30
1091;D;16.06.2022 10:52
1091;E;16.06.2022 11:53
1091;F;16.06.2022 12:32
1091;G;16.06.2022 13:31
1091;H;16.06.2022 14:42
1092;A;16.06.2022 15:32
1092;C;16.06.2022 16:19
1092;D;16.06.2022 17:50
1092;G;16.06.2022 18:49
1092;E;16.06.2022 19:49
1092;F;16.06.2022 20:35
1092;H;16.06.2022 21:51
1093;A;16.06.2022 22:55
1093;B;16.06.2022 23:10
1093;D;17.06.2022 00:27
1093;G;17.06.2022 01:43
1093;E;17.06.2022 02:58
1093;F;17.06.2022 03:35
1093;H;17.06.2022 04:24
1094;A;17.06.2022 05:00
1094;B;17.06.2022 06:57
1094;D;17.06.2022 07:59
1094;G;17.06.2022 08:28
1094;E;17.06.2022 09:24
1094;F;17.06.2022 10:37
1094;H;17.06.2022 11:24
1095;A;17.06.2022 12:38
1095;B;17.06.2022 13:56
1095;D;17.06.2022 14:47
1095;E;17.06.2022 15:42
1095;G;17.06.2022 16:53
1095;F;17.06.2022 17:47
1095;H;17.06.2022 18:39
1096;A;17.06.2022 19:46
1096;C;17.06.2022 20:50
1096;D;17.06.2022 21:44
1096;G;17.06.2022 22:47
1096;E;17.06.2022 23:36
1096;F;18.06.2022 00:14
1096;H;18.06.2022 01:41
1097;A;18.06.2022 02:45
1097;B;18.06.2022 03:02
1097;D;18.06.2022 04:02
1097;G;18.06.2022 05:53
1097;E;18.06.2022 06:24
1097;F;18.06.2022 07:46
1097;H;18.06.2022 08:37
1098;A;18.06.2022 09:30
1098;C;18.06.2022 10:42
1098;D;18.06.2022 11:05
1098;G;18.06.2022 12:29
1098;E;18.06.2022 13:13
1098;F;18.06.2022 14:48
1098;H;18.06.2022 15:50
1099;A;18.06.2022 16:47
1099;B;18.06.2022 17:01
1099;D;18.06.2022 18:32
1099;E;18.06.2022 19:48
1099;G;18.06.2022 20:21
1099;F;18.06.2022 21:34
1099;H;18.06.2022 22:10
1100;A;18.06.2022 23:32
1100;B;19.06.2022 00:44
1100;D;19.06.2022 01:05
1100;E;19.06.2022 02:41
1100;G;19.06.2022 03:01
1100;F;19.06.2022 04:03
1100;H;19.06.2022 05:11
1101;A;19.06.2022 06:09
1101;C;19.06.2022 07:13
1101;D;19.06.2022 08:57
1101;E;19.06.2022 09:48
1101;F;19.06.2022 10:09
1101;G;19.06.2022 11:16
1101;H;19.06.2022 12:43
1102;A;19.06.2022 13:13
1102;B;19.06.2022 14:20
1102;D;19.06.2022 15:07
1102;E;19.06.2022 16:17
1102;G;19.06.2022 17:15
1102;F;19.06.2022 18:29
1102;H;19.06.2022 19:24
1103;A;19.06.2022 20:14
1103;B;19.06.2022 21:35
1103;D;19.06.2022 22:26
1103;G;19.06.2022 23:03
1103;E;20.06.2022 00:30
1103;F;20.06.2022 01:20
1103;H;20.06.2022 02:29
1104;A;20.06.2022 03:03
1104;B;20.06.2022 04:47
1104;D;20.06.2022 05:04
1104;E;20.06.2022 06:54
1104;G;20.06.2022 07:02
1104;F;20.06.2022 08:56
1104;H;20.06.2022 09:11
1105;A;20.06.2022 10:38
1105;C;20.06.2022 11:18
1105;D;20.06.2022 12:56
1105;E;20.06.2022 13:54
1105;F;20.06.2022 14:25
1105;G;20.06.2022 15:18
1105;H;20.06.2022 16:38
1106;A;20.06.2022 17:47
1106;C;20.06.2022 18:43
1106;D;20.06.2022 19:12
1106;G;20.06.2022 20:14
1106;E;20.06.2022 21:52
1106;F;20.06.2022 22:06
1106;H;20.06.2022 23:27
1107;A;21.06.2022 00:16
1107;B;21.06.2022 01:21
1107;D;21.06.2022 02:01
1107;G;21.06.2022 03:46
1107;E;21.06.2022 04:43
1107;F;21.06.2022 05:34
1107;H;21.06.2022 06:30
1108;A;21.06.2022 07:32
1108;B;21.06.2022 08:29
1108;D;21.06.2022 09:19
1108;E;21.06.2022 10:11
1108;F;21.06.2022 11:50
1108;G;21.06.2022 12:32
1108;H;21.06.2022 13:23
1109;A;21.06.2022 14:14
1109;C;21.06.2022 15:27
1109;D;21.06.2022 16:56
1109;E;21.06.2022 17:15
1109;F;21.06.2022 18:38
1109;G;21.06.2022 19:39
1109;H;21.06.2022 20:20
1110;A;21.06.2022 21:21
1110;C;21.06.2022 22:29
1110;D;21.06.2022 23:05
1110;G;22.06.2022 00:26
1110;E;22.06.2022 01:09
1110;F;22.06.2022 02:22
1110;H;22.06.2022 03:56
1111;A;22.06.2022 04:13
1111;B;22.06.2022 05:23
1111;D;22.06.2022 06:39
1111;G;22.06.2022 07:15
1111;E;22.06.2022 08:59
1111;F;22.06.2022 09:17
1111;H;22.06.2022 10:19
1112;A;22.06.2022 11:07
1112;C;22.06.2022 12:17
1112;D;22.06.2022 13:57
1112;G;22.06.2022 14:44
1112;E;22.06.2022 15:53
1112;F;22.06.2022 16:41
1112;H;22.06.2022 17:22
1113;A;22.06.2022 18:46
1113;C;22.06.2022 19:46
1113;D;22.06.2022 20:23
1113;E;22.06.2022 21:50
1113;F;22.06.2022 22:16
1113;G;22.06.2022 23:09
1113;H;23.06.2022 00:46
1114;A;23.06.2022 01:44
1114;B;23.06.2022 02:21
1114;D;23.06.2022 03:08
1114;G;23.06.2022 04:28
1114;E;23.06.2022 05:23
1114;F;23.06.2022 06:53
1114;H;23.06.2022 07:02
1115;A;23.06.2022 08:39
1115;B;23.06.2022 09:59
1115;D;23.06.2022 10:58
1115;G;23.06.2022 11:01
1115;E;23.06.2022 12:29
1115;F;23.06.2022 13:21
1115;H;23.06.2022 14:55
1116;A;23.06.2022 15:26
1116;C;23.06.2022 16:54
1116;D;23.06.2022 17:44
1116;E;23.06.2022 18:36
1116;G;23.06.2022 19:44
1116;F;23.06.2022 20:29
1116;H;23.06.2022 21:58
1117;A;23.06.2022 22:25
1117;B;23.06.2022 23:09
1117;D;24.06.2022 00:16
1117;E;24.06.2022 01:23
1117;G;24.06.2022 02:39
1117;F;24.06.2022 03:06
1117;H;24.06.2022 04:29
1118;A;24.06.2022 05:27
1118;B;24.06.2022 06:41
1118;D;24.06.2022 07:48
1118;E;24.06.2022 08:30
1118;F;24.06.2022 09:33
1118;G;24.06.2022 10:03
1118;H;24.06.2022 11:13
1119;A;24.06.2022 12:31
1119;B;24.06.2022 13:31
1119;D;24.06.2022 14:54
1119;E;24.06.2022 15:57
1119;G;24.06.2022 16:28
1119;F;24.06.2022 17:22
1119;H;24.06.2022 18:28
1120;A;24.06.2022 19:54
1120;C;24.06.2022 20:16
1120;D;24.06.2022 21:24
1120;G;24.06.2022 22:43
1120;E;24.06.2022 23:54
1120;F;25.06.2022 00:41
1120;H;25.06.2022 01:29
1121;A;25.06.2022 02:48
1121;C;25.06.2022 03:24
1121;D;25.06.2022 04:30
1121;G;25.06.2022 05:12
1121;E;25.06.2022 06:11
1121;F;25.06.2022 07:15
1121;H;25.06.2022 08:47
1122;A;25.06.2022 09:31
1122;B;25.06.2022 10:33
1122;D;25.06.2022 11:48
1122;E;25.06.2022 12:18
1122;F;25.06.2022 13:09
1122;G;25.06.2022 14:55
1122;H;25.06.2022 15:50
1123;A;25.06.2022 16:14
1123;C;25.06.2022 17:37
1123;D;25.06.2022 18:48
1123;E;25.06.2022 19:16
1123;F;25.06.2022 20:19
1123;G;25.06.2022 21:21
1123;H;25.06.2022 22:56
1124;A;25.06.2022 23:07
1124;B;26.06.2022 00:29
1124;D;26.06.2022 01:53
1124;G;26.06.2022 02:05
1124;E;26.06.2022 03:34
1124;F;26.06.2022 04:59
1124;H;26.06.2022 05:27
1125;A;26.06.2022 06:58
1125;C;26.06.2022 07:36
1125;D;26.06.2022 08:14
1125;G;26.06.2022 09:40
1125;E;26.06.2022 10:39
1125;F;26.06.2022 11:22
1125;H;26.06.2022 12:30
1126;A;26.06.2022 13:32
1126;B;26.06.2022 14:36
1126;D;26.06.2022 15:33
1126;G;26.06.2022 16:52
1126;E;26.06.2022 17:02
1126;F;26.06.2022 18:23
1126;H;26.06.2022 19:35
1127;A;26.06.2022 20:49
1127;C;26.06.2022 21:13
1127;D;26.06.2022 22:52
1127;E;26.06.2022 23:54
1127;F;27.06.2022 00:21
1127;G;27.06.2022 01:59
1127;H;27.06.2022 02:40
1128;A;27.06.2022 03:48
1128;B;27.06.2022 04:00
1128;D;27.06.2022 05:38
1128;E;27.06.2022 06:08
1128;F;27.06.2022 07:11
1128;G;27.06.2022 08:25
1128;H;27.06.2022 09:01
1129;A;27.06.2022 10:04
1129;C;27.06.2022 11:38
1129;D;27.06.2022 12:06
1129;G;27.06.2022 13:41
1129;E;27.06.2022 14:00
1129;F;27.06.2022 15:12
1129;H;27.06.2022 16:22
1130;A;27.06.2022 17:38
1130;B;27.06.2022 18:51
1130;D;27.06.2022 19:22
1130;E;27.06.2022 20:18
1130;G;27.06.2022 21:19
1130;F;27.06.2022 22:47
1130;H;27.06.2022 23:39
1131;A;28.06.2022 00:52
1131;B;28.06.2022 01:32
1131;D;28.06.2022 02:20
1131;G;28.06.2022 03:38
1131;E;28.06.2022 04:33
1131;F;28.06.2022 05:28
1131;H;28.06.2022 06:52
1132;A;28.06.2022 07:58
1132;C;28.06.2022 08:22
1132;D;28.06.2022 09:27
1132;E;28.06.2022 10:31
1132;F;28.06.2022 11:30
1132;G;28.06.2022 12:32
1132;H;28.06.2022 13:18
1133;A;28.06.2022 14:42
1133;C;28.06.2022 15:52
1133;D;28.06.2022 16:07
1133;E;28.06.2022 17:51
1133;G;28.06.2022 18:52
1133;F;28.06.2022 19:04
1133;H;28.06.2022 20:09
1134;A;28.06.2022 21:53
1134;C;28.06.2022 22:13
1134;D;28.06.2022 23:58
1134;E;29.06.2022 00:33
1134;F;29.06.2022 01:19
1134;G;29.06.2022 02:23
1134;H;29.06.2022 03:31
1135;A;29.06.2022 04:43
1135;B;29.06.2022 05:25
1135;D;29.06.2022 06:10
1135;G;29.06.2022 07:35
1135;E;29.06.2022 08:31
1135;F;29.06.2022 09:24
1135;H;29.06.2022 10:03
1136;A;29.06.2022 11:15
1136;C;29.06.2022 12:26
1136;D;29.06.2022 13:48
1136;G;29.06.2022 14:14
1136;E;29.06.2022 15:00
1136;F;29.06.2022 16:30
1136;H;29.06.2022 17:11
1137;A;29.06.2022 18:01
1137;B;29.06.2022 19:16
1137;D;29.06.2022 20:32
1137;G;29.06.2022 21:28
1137;E;29.06.2022 22:35
1137;F;29.06.2022 23:18
1137;H;30.06.2022 00:16
1138;A;30.06.2022 01:35
1138;C;30.06.2022 02:49
1138;D;30.06.2022 03:10
1138;G;30.06.2022 04:26
1138;E;30.06.2022 05:01
1138;F;30.06.2022 06:19
1138;H;30.06.2022 07:31
1139;A;30.06.2022 08:48
1139;B;30.06.2022 09:03
1139;D;30.06.2022 10:43
1139;E;30.06.2022 11:40
1139;F;30.06.2022 12:19
1139;G;30.06.2022 13:26
1139;H;30.06.2022 14:31
1140;A;30.06.2022 15:25
1140;C;30.06.2022 16:35
1140;D;30.06.2022 17:03
1140;E;30.06.2022 18:21
1140;F;30.06.2022 19:01
1140;G;30.06.2022 20:16
1140;H;30.06.2022 21:37
1141;A;30.06.2022 22:32
1141;B;30.06.2022 23:07
1141;D;01.07.2022 00:49
1141;G;01.07.2022 01:43
1141;E;01.07.2022 02:52
1141;F;01.07.2022 03:32
1141;H;01.07.2022 04:23
1142;A;01.07.2022 05:38
1142;C;01.07.2022 06:17
1142;D;01.07.2022 07:03
1142;G;01.07.2022 08:30
1142;E;01.07.2022 09:35
1142;F;01.07.2022 10:05
1142;H;01.07.2022 11:18
1143;A;01.07.2022 12:35
1143;C;01.07.2022 13:43
1143;D;01.07.2022 14:52
1143;G;01.07.2022 15:55
1143;E;01.07.2022 16:06
1143;F;01.07.2022 17:55
1143;H;01.07.2022 18:56
1144;A;01.07.2022 19:03
1144;B;01.07.2022 20:13
1144;D;01.07.2022 21:43
1144;E;01.07.2022 22:04
1144;G;01.07.2022 23:15
1144;F;02.07.2022 00:38
1144;H;02.07.2022 01:38
1145;A;02.07.2022 02:46
1145;C;02.07.2022 03:21
1145;D;02.07.2022 04:37
1145;G;02.07.2022 05:25
1145;E;02.07.2022 06:51
1145;F;02.07.2022 07:29
1145;H;02.07.2022 08:41
1146;A;02.07.2022 09:54
1146;B;02.07.2022 10:50
1146;D;02.07.2022 11:03
1146;E;02.07.2022 12:23
1146;G;02.07.2022 13:55
1146;F;02.07.2022 14:04
1146;H;02.07.2022 15:11
1147;A;02.07.2022 16:46
1147;C;02.07.2022 17:22
1147;D;02.07.2022 18:29
1147;G;02.07.2022 19:11
1147;E;02.07.2022 20:03
1147;F;02.07.2022 21:27
1147;H;02.07.2022 22:20
1148;A;02.07.2022 23:16
1148;C;03.07.2022 00:26
1148;D;03.07.2022 01:55
1148;G;03.07.2022 02:44
1148;E;03.07.2022 03:35
1148;F;03.07.2022 04:23
1148;H;03.07.2022 05:47
1149;A;03.07.2022 06:42
1149;B;03.07.2022 07:11
1149;D;03.07.2022 08:31
1149;E;03.07.2022 09:19
1149;F;03.07.2022 10:36
1149;G;03.07.2022 11:16
1149;H;03.07.2022 12:02
1150;A;03.07.2022 13:32
1150;C;03.07.2022 14:54
1150;D;03.07.2022 15:43
1150;G;03.07.2022 16:00
1150;E;03.07.2022 17:59
1150;F;03.07.2022 18:08
1150;H;03.07.2022 19:42
1151;A;03.07.2022 20:37
1151;C;03.07.2022 21:03
1151;D;03.07.2022 22:58
1151;G;03.07.2022 23:17
1151;E;04.07.2022 00:47
1151;F;04.07.2022 01:13
1151;H;04.07.2022 02:41
1152;A;04.07.2022 03:24
1152;B;04.07.2022 04:51
1152;D;04.07.2022 05:55
1152;G;04.07.2022 06:21
1152;E;04.07.2022 07:40
1152;F;04.07.2022 08:27
1152;H;04.07.2022 09:19
1153;A;04.07.2022 10:13
1153;C;04.07.2022 11:27
1153;D;04.07.2022 12:07
1153;E;04.07.2022 13:14
1153;F;04.07.2022 14:11
1153;G;04.07.2022 15:33
1153;H;04.07.2022 16:08
1154;A;04.07.2022 17:10
1154;B;04.07.2022 18:05
1154;D;04.07.2022 19:08
1154;G;04.07.2022 20:57
1154;E;04.07.2022 21:03
1154;F;04.07.2022 22:14
1154;H;04.07.2022 23:51
1155;A;05.07.2022 00:19
1155;C;05.07.2022 01:56
1155;D;05.07.2022 02:02
1155;G;05.07.2022 03:56
1155;E;05.07.2022 04:21
1155;F;05.07.2022 05:52
1155;H;05.07.2022 06:06
1156;A;05.07.2022 07:08
1156;C;05.07.2022 08:27
1156;D;05.07.2022 09:14
1156;G;05.07.2022 10:46
1156;E;05.07.2022 11:05
1156;F;05.07.2022 12:17
1156;H;05.07.2022 13:09
1157;A;05.07.2022 14:21
1157;B;05.07.2022 15:52
1157;D;05.07.2022 16:34
1157;E;05.07.2022 17:39
1157;F;05.07.2022 18:21
1157;G;05.07.2022 19:13
1157;H;05.07.2022 20:25
1158;A;05.07.2022 21:00
1158;B;05.07.2022 22:39
1158;D;05.07.2022 23:54
1158;E;06.07.2022 00:15
1158;G;06.07.2022 01:34
1158;F;06.07.2022 02:30
1158;H;06.07.2022 03:17
1159;A;06.07.2022 04:39
1159;C;06.07.2022 05:18
1159;D;06.07.2022 06:37
1159;G;06.07.2022 07:02
1159;E;06.07.2022 08:37
1159;F;06.07.2022 09:20
1159;H;06.07.2022 10:03
1160;A;06.07.2022 11:44
1160;B;06.07.2022 12:56
1160;D;06.07.2022 13:43
1160;G;06.07.2022 14:18
1160;E;06.07.2022 15:01
1160;F;06.07.2022 16:24
1160;H;06.07.2022 17:07
1161;A;06.07.2022 18:44
1161;B;06.07.2022 19:32
1161;D;06.07.2022 20:28
1161;E;06.07.2022 21:58
1161;G;06.07.2022 22:35
1161;F;06.07.2022 23:47
1161;H;07.07.2022 00:39
1162;A;07.07.2022 01:06
1162;B;07.07.2022 02:54
1162;D;07.07.2022 03:10
1162;E;07.07.2022 04:22
1162;F;07.07.2022 05:51
1162;G;07.07.2022 06:29
1162;H;07.07.2022 07:01
1163;A;07.07.2022 08:18
1163;C;07.07.2022 09:41
1163;D;07.07.2022 10:19
1163;G;07.07.2022 11:31
1163;E;07.07.2022 12:15
1163;F;07.07.2022 13:58
1163;H;07.07.2022 14:54
1164;A;07.07.2022 15:39
1164;B;07.07.2022 16:48
1164;D;07.07.2022 17:01
1164;E;07.07.2022 18:25
1164;G;07.07.2022 19:42
1164;F;07.07.2022 20:48
1164;H;07.07.2022 21:31
1165;A;07.07.2022 22:29
1165;C;07.07.2022 23:15
1165;D;08.07.2022 00:59
1165;G;08.07.2022 01:05
1165;E;08.07.2022 02:54
1165;F;08.07.2022 03:12
1165;H;08.07.2022 04:46
1166;A;08.07.2022 05:21
1166;C;08.07.2022 06:44
1166;D;08.07.2022 07:31
1166;G;08.07.2022 08:18
1166;E;08.07.2022 09:04
1166;F;08.07.2022 10:36
1166;H;08.07.2022 11:10
1167;A;08.07.2022 12:05
1167;B;08.07.2022 13:08
1167;D;08.07.2022 14:52
1167;E;08.07.2022 15:35
1167;G;08.07.2022 16:48
1167;F;08.07.2022 17:07
1167;H;08.07.2022 18:07
1168;A;08.07.2022 19:28
1168;C;08.07.2022 20:32
1168;D;08.07.2022 21:15
1168;G;08.07.2022 22:49
1168;E;08.07.2022 23:30
1168;F;09.07.2022 00:08
1168;H;09.07.2022 01:51
1169;A;09.07.2022 02:07
1169;B;09.07.2022 03:42
1169;D;09.07.2022 04:05
1169;G;09.07.2022 05:27
1169;E;09.07.2022 06:25
1169;F;09.07.2022 07:13
1169;H;09.07.2022 08:25
1170;A;09.07.2022 09:30
1170;C;09.07.2022 10:08
1170;D;09.07.2022 11:36
1170;G;09.07.2022 12:46
1170;E;09.07.2022 13:20
1170;F;09.07.2022 14:00
1170;H;09.07.2022 15:12
1171;A;09.07.2022 16:09
1171;C;09.07.2022 17:29
1171;D;09.07.2022 18:12
1171;E;09.07.2022 19:12
1171;F;09.07.2022 20:34
1171;G;09.07.2022 21:49
1171;H;09.07.2022 22:04
1172;A;09.07.2022 23:38
1172;B;10.07.2022 00:23
1172;D;10.07.2022 01:40
1172;E;10.07.2022 02:50
1172;F;10.07.2022 03:32
1172;G;10.07.2022 04:26
1172;H;10.07.2022 05:52
1173;A;10.07.2022 06:05
1173;C;10.07.2022 07:07
1173;D;10.07.2022 08:02
1173;E;10.07.2022 09:17
1173;G;10.07.2022 10:04
1173;F;10.07.2022 11:06
1173;H;10.07.2022 12:51
1174;A;10.07.2022 13:50
1174;B;10.07.2022 14:50
1174;D;10.07.2022 15:32
1174;G;10.07.2022 16:39
1174;E;10.07.2022 17:01
1174;F;10.07.2022 18:35
1174;H;10.07.2022 19:03
1175;A;10.07.2022 20:26
1175;C;10.07.2022 21:04
1175;D;10.07.2022 22:47
1175;E;10.07.2022 23:29
1175;G;11.07.2022 00:34
1175;F;11.07.2022 01:12
1175;H;11.07.2022 02:41
1176;A;11.07.2022 03:58
1176;C;11.07.2022 04:24
1176;D;11.07.2022 05:10
1176;E;11.07.2022 06:23
1176;F;11.07.2022 07:24
1176;G;11.07.2022 08:51
1176;H;11.07.2022 09:46
1177;A;11.07.2022 10:48
